id,age,income,gender,marital,numkids,numcards,howpaid,mortgage,storecar,loans,risk,income1k
100062.000000,30,29839,1,3,0,0,1,2,1,0,3,29.839
104102.000000,50,29822,1,2,2,3,2,2,4,2,1,29.822
100607.000000,40,29816,2,2,0,2,1,2,1,0,1,29.816
103515.000000,31,29814,2,1,4,6,2,1,4,3,3,29.814
103494.000000,47,29811,2,1,4,5,2,1,4,3,1,29.811
100263.000000,26,29810,2,3,0,1,1,2,0,0,1,29.81
103937.000000,45,29807,2,2,2,3,2,2,4,2,1,29.807
103408.000000,28,29795,2,1,2,5,2,1,5,3,3,29.795
102991.000000,41,29794,2,1,3,5,2,1,4,2,2,29.794
100033.000000,27,29786,2,3,0,0,1,2,0,0,3,29.786
103735.000000,28,29781,2,1,2,5,2,2,4,2,2,29.781
103332.000000,45,29780,2,1,4,6,2,2,3,3,2,29.78
103933.000000,45,29779,2,2,2,3,2,2,4,2,1,29.779
103080.000000,42,29779,1,1,3,5,2,2,3,2,3,29.779
103015.000000,41,29775,1,1,3,5,2,2,5,2,2,29.775
103513.000000,47,29755,2,1,4,5,2,2,4,2,2,29.755
104071.000000,49,29746,1,2,3,4,2,2,5,2,1,29.746
103715.000000,50,29745,2,1,3,6,2,2,4,3,1,29.745
103264.000000,44,29735,2,1,3,6,2,2,5,3,3,29.735
103497.000000,47,29706,2,1,2,5,2,2,4,3,1,29.706
103769.000000,32,29705,1,2,3,4,2,2,5,2,1,29.705
103076.000000,42,29687,1,1,2,5,2,1,4,2,1,29.687
103501.000000,47,29671,2,1,2,6,2,2,3,3,2,29.671
103059.000000,42,29648,1,1,2,6,2,2,3,3,2,29.648
103576.000000,48,29622,1,1,2,5,2,1,5,3,2,29.622
103727.000000,50,29614,1,1,2,5,2,1,4,2,1,29.614
103665.000000,49,29600,1,1,2,6,2,2,3,3,1,29.6
100237.000000,43,29600,1,3,0,1,1,2,2,0,2,29.6
100031.000000,27,29593,1,3,0,1,1,2,1,0,2,29.593
103016.000000,41,29590,2,1,3,5,2,1,3,2,1,29.59
103067.000000,32,29552,2,1,3,5,2,1,5,3,2,29.552
102916.000000,40,29541,1,1,4,5,2,1,3,3,2,29.541
103065.000000,42,29540,1,1,3,5,2,2,4,2,2,29.54
104045.000000,38,29494,2,2,2,3,2,2,5,2,1,29.494
100032.000000,27,29472,1,3,0,1,1,2,2,0,3,29.472
100117.000000,34,29453,1,3,0,0,1,2,1,0,3,29.453
103146.000000,38,29431,1,1,2,5,2,2,3,3,2,29.431
103405.000000,38,29424,2,1,4,6,2,2,4,3,2,29.424
103228.000000,44,29413,1,1,2,6,2,2,3,3,1,29.413
103771.000000,40,29412,1,2,2,4,1,2,4,2,1,29.412
103659.000000,32,29397,2,1,4,5,2,2,4,2,2,29.397
100214.000000,41,29385,2,3,0,0,1,2,1,0,3,29.385
103826.000000,42,29375,2,2,2,3,1,2,4,1,1,29.375
103263.000000,44,29362,1,1,3,5,2,1,5,3,1,29.362
103420.000000,46,29349,1,1,3,5,2,2,3,2,2,29.349
103973.000000,46,29338,2,2,2,3,2,2,5,1,1,29.338
100075.000000,30,29306,2,3,0,0,1,2,2,0,1,29.306
103018.000000,41,29303,2,1,3,6,2,2,3,2,2,29.303
103428.000000,46,29290,2,1,2,5,2,1,5,3,2,29.29
103425.000000,46,29273,2,1,4,5,2,2,3,2,2,29.273
103966.000000,46,29265,1,2,3,4,2,2,4,2,1,29.265
103521.000000,47,29258,1,1,4,6,2,2,5,3,2,29.258
103155.000000,29,29233,2,1,2,6,2,1,4,3,2,29.233
103154.000000,43,29232,2,1,2,6,2,1,3,3,1,29.232
103249.000000,44,29227,1,1,4,5,2,1,5,2,3,29.227
103084.000000,42,29220,2,1,4,6,2,2,3,2,2,29.22
103266.000000,44,29214,2,1,4,5,2,1,4,2,2,29.214
103069.000000,42,29202,1,1,4,6,2,2,4,3,2,29.202
103247.000000,38,29196,1,1,3,6,2,1,4,3,2,29.196
100102.000000,33,29182,2,3,0,0,1,2,2,0,1,29.182
104107.000000,50,29168,2,2,2,4,1,2,5,1,1,29.168
102918.000000,40,29151,1,1,2,5,2,2,5,2,2,29.151
103412.000000,33,29147,2,1,3,6,2,1,5,2,3,29.147
103074.000000,42,29139,1,1,3,6,2,1,4,3,2,29.139
103481.000000,47,29095,2,1,2,5,2,1,3,2,2,29.095
100088.000000,32,29093,2,3,0,1,1,2,1,0,3,29.093
103483.000000,47,29090,2,1,2,6,2,2,4,3,1,29.09
103410.000000,46,29090,1,1,2,6,2,2,5,3,1,29.09
103894.000000,44,29089,1,2,2,4,2,2,4,1,1,29.089
103827.000000,42,29078,1,2,2,4,2,2,5,1,1,29.078
104080.000000,31,29076,2,2,3,4,1,2,4,2,1,29.076
103905.000000,27,29041,1,2,3,4,1,2,5,1,1,29.041
103395.000000,46,29030,2,1,2,6,2,2,4,3,2,29.03
103237.000000,44,29022,2,1,2,5,2,1,4,3,3,29.022
100259.000000,44,29011,2,3,0,1,1,2,2,0,3,29.011
103007.000000,41,29004,2,1,2,6,2,1,4,2,2,29.004
100573.000000,39,28991,1,2,1,2,1,2,2,0,3,28.991
104002.000000,47,28983,2,2,2,4,1,2,5,1,1,28.983
103592.000000,48,28976,2,1,3,5,2,1,4,3,2,28.976
104030.000000,48,28972,2,2,2,4,2,2,5,1,3,28.972
100222.000000,41,28961,2,3,0,1,1,2,2,0,3,28.961
103394.000000,46,28943,1,1,2,6,2,2,3,2,2,28.943
103426.000000,46,28899,1,1,2,5,2,1,3,2,2,28.899
103765.000000,40,28870,2,2,3,4,1,2,4,2,1,28.87
103736.000000,50,28838,1,1,2,5,2,1,3,3,2,28.838
100198.000000,40,28835,1,3,0,1,1,2,2,0,3,28.835
103739.000000,50,28799,1,1,3,5,2,1,3,2,1,28.799
102997.000000,30,28797,1,1,3,6,2,2,3,3,1,28.797
103328.000000,45,28778,2,1,3,6,2,2,3,3,1,28.778
103646.000000,49,28771,2,1,2,5,2,1,5,3,2,28.771
103589.000000,48,28758,1,1,2,6,2,1,5,2,1,28.758
100674.000000,42,28745,2,2,1,1,1,2,2,1,3,28.745
103507.000000,47,28742,1,1,4,6,2,1,5,2,2,28.742
103261.000000,44,28740,2,1,3,5,2,2,4,3,2,28.74
103970.000000,46,28735,2,2,3,4,2,2,4,2,1,28.735
103232.000000,44,28716,2,1,3,6,2,1,3,3,3,28.716
102930.000000,40,28714,2,1,3,5,2,1,5,2,1,28.714
104077.000000,49,28709,2,2,3,3,1,2,4,2,1,28.709
103774.000000,40,28702,2,2,2,3,1,2,4,2,2,28.702
102917.000000,40,28690,2,1,4,6,2,1,4,2,2,28.69
100735.000000,44,28687,1,2,1,1,1,2,2,0,3,28.687
103493.000000,47,28671,2,1,4,5,2,2,4,2,3,28.671
103062.000000,42,28643,2,1,2,6,2,1,4,2,3,28.643
100250.000000,35,28640,2,3,0,1,1,2,1,0,3,28.64
100157.000000,37,28633,2,3,0,0,1,2,1,0,3,28.633
103863.000000,43,28631,1,2,2,4,1,2,5,2,1,28.631
100043.000000,28,28622,1,3,0,0,1,2,1,0,3,28.622
103656.000000,49,28618,2,1,4,6,2,1,4,2,1,28.618
103252.000000,44,28617,1,1,3,5,2,1,5,2,1,28.617
103509.000000,32,28610,1,1,2,5,2,1,5,2,1,28.61
103492.000000,47,28602,1,1,3,6,2,1,3,2,1,28.602
103427.000000,46,28586,2,1,2,5,2,1,4,2,2,28.586
103491.000000,47,28553,2,1,3,5,2,2,4,2,2,28.553
102990.000000,41,28550,1,1,2,6,2,2,5,2,2,28.55
103657.000000,49,28549,1,1,3,5,2,1,3,3,2,28.549
102983.000000,41,28546,2,1,3,5,2,1,4,3,1,28.546
103077.000000,42,28528,1,1,2,6,2,2,4,3,1,28.528
100083.000000,31,28515,2,3,0,1,1,2,2,0,3,28.515
103869.000000,43,28507,1,2,3,3,1,2,5,1,1,28.507
103253.000000,44,28499,1,1,3,5,2,1,5,3,2,28.499
103600.000000,48,28480,2,1,4,6,2,1,3,3,2,28.48
100068.000000,30,28455,1,3,0,1,1,2,0,0,2,28.455
103732.000000,50,28453,2,1,4,6,2,2,5,2,3,28.453
100164.000000,38,28450,2,3,0,0,1,2,1,0,1,28.45
103393.000000,46,28424,2,1,2,5,2,1,3,2,2,28.424
103397.000000,46,28403,1,1,3,5,2,2,3,2,3,28.403
103936.000000,45,28383,1,2,2,4,1,2,5,1,2,28.383
102998.000000,41,28351,2,1,3,6,2,1,3,2,3,28.351
102929.000000,40,28348,2,1,2,6,2,1,4,3,1,28.348
103334.000000,45,28333,2,1,4,6,2,1,5,3,3,28.333
103570.000000,48,28331,1,1,3,5,2,2,3,2,2,28.331
103518.000000,47,28331,2,1,3,6,2,1,3,3,2,28.331
100085.000000,31,28315,2,3,0,0,1,2,1,0,1,28.315
103587.000000,48,28294,2,1,4,6,2,1,5,2,1,28.294
103590.000000,48,28293,1,1,3,5,2,2,5,3,2,28.293
100125.000000,35,28289,1,3,0,1,1,2,0,0,2,28.289
103321.000000,45,28243,2,1,4,6,2,1,5,2,1,28.243
103505.000000,47,28237,1,1,3,6,2,1,4,3,2,28.237
103586.000000,48,28229,2,1,4,6,2,2,3,2,2,28.229
100149.000000,37,28224,2,3,0,1,1,2,1,0,2,28.224
102988.000000,41,28205,2,1,2,5,2,1,3,3,1,28.205
103262.000000,44,28181,1,1,3,5,2,2,5,2,3,28.181
103162.000000,37,28180,1,1,4,6,2,2,4,2,1,28.18
103418.000000,46,28173,2,1,2,5,2,1,5,2,2,28.173
100168.000000,38,28168,1,3,0,1,1,2,2,0,3,28.168
104003.000000,47,28154,2,2,2,4,1,2,4,1,1,28.154
103488.000000,47,28135,1,1,2,5,2,1,4,2,2,28.135
100216.000000,37,28112,1,3,0,1,1,2,2,0,3,28.112
100001.000000,25,28085,1,3,0,1,1,2,1,0,3,28.085
103413.000000,46,28063,1,1,4,5,2,2,5,2,3,28.063
103713.000000,50,28025,1,1,2,6,2,2,5,2,2,28.025
103795.000000,41,28000,1,2,2,4,2,2,5,1,1,28
100100.000000,33,27995,1,3,0,0,1,2,0,0,3,27.995
103401.000000,46,27994,2,1,2,5,2,1,5,3,2,27.994
100013.000000,25,27987,1,3,0,1,1,2,2,0,1,27.987
103667.000000,49,27986,2,1,2,6,2,1,3,3,1,27.986
103002.000000,33,27979,1,1,4,6,2,2,3,3,3,27.979
100012.000000,25,27956,1,3,0,0,1,2,1,0,3,27.956
100159.000000,37,27941,1,3,0,1,1,2,1,0,3,27.941
103409.000000,38,27936,2,1,2,6,2,2,3,2,2,27.936
103325.000000,29,27930,1,1,2,5,2,1,3,2,3,27.93
103177.000000,43,27922,1,1,4,5,2,2,4,2,2,27.922
103802.000000,27,27917,2,2,3,3,1,2,4,2,1,27.917
100174.000000,38,27913,1,3,0,0,1,2,1,0,2,27.913
103251.000000,44,27909,2,1,2,6,2,2,4,2,1,27.909
103327.000000,45,27906,2,1,3,5,2,2,4,3,1,27.906
100213.000000,37,27897,1,3,0,0,1,2,0,0,1,27.897
103929.000000,45,27892,2,2,2,4,2,2,5,2,1,27.892
102987.000000,41,27890,2,1,2,5,2,2,3,3,2,27.89
104036.000000,48,27873,1,2,3,4,1,2,4,1,1,27.873
103663.000000,49,27861,2,1,2,5,2,1,5,2,2,27.861
103658.000000,49,27860,1,1,3,6,2,1,4,3,2,27.86
103519.000000,47,27854,1,1,3,6,2,1,5,2,1,27.854
103669.000000,49,27850,1,1,4,5,2,2,4,3,2,27.85
100256.000000,44,27849,2,3,0,1,1,2,1,0,3,27.849
100069.000000,30,27849,1,3,0,0,1,2,0,0,3,27.849
103855.000000,43,27833,1,2,3,4,1,2,4,2,1,27.833
100027.000000,26,27819,1,3,0,0,1,2,1,0,3,27.819
103861.000000,43,27795,1,2,3,3,2,2,5,1,1,27.795
100122.000000,34,27794,1,3,0,0,1,2,1,0,3,27.794
100249.000000,44,27793,1,3,0,1,1,2,1,0,1,27.793
103430.000000,46,27792,2,1,4,6,2,2,4,2,3,27.792
103314.000000,45,27778,2,1,3,5,2,1,4,3,2,27.778
103178.000000,43,27745,2,1,4,5,2,1,3,3,3,27.745
103097.000000,42,27736,1,1,4,5,2,2,5,2,1,27.736
103010.000000,41,27723,2,1,4,5,2,2,3,3,1,27.723
103514.000000,47,27678,1,1,4,6,2,2,3,2,1,27.678
103721.000000,50,27676,1,1,2,5,2,1,5,3,2,27.676
100236.000000,36,27658,2,3,0,1,1,2,0,0,3,27.658
100135.000000,36,27639,1,3,0,0,1,2,1,0,2,27.639
103403.000000,31,27637,2,1,3,6,2,2,4,3,3,27.637
103800.000000,41,27624,1,2,2,4,2,2,5,2,1,27.624
103897.000000,44,27619,2,2,2,3,1,2,4,1,1,27.619
100206.000000,40,27617,1,3,0,1,1,2,1,0,2,27.617
100024.000000,26,27605,1,3,0,1,1,2,2,0,3,27.605
103511.000000,47,27602,1,1,3,5,2,1,4,2,1,27.602
100096.000000,33,27580,2,3,0,0,1,2,0,0,3,27.58
104041.000000,28,27566,1,2,3,3,2,2,4,2,1,27.566
103250.000000,44,27566,1,1,4,6,2,2,5,3,2,27.566
103324.000000,45,27553,1,1,4,6,2,2,5,2,1,27.553
104100.000000,50,27543,2,2,2,4,2,2,4,1,2,27.543
103060.000000,27,27525,2,1,2,6,2,2,5,2,2,27.525
100183.000000,39,27523,1,3,0,1,1,2,2,0,3,27.523
103740.000000,50,27519,2,1,3,6,2,1,3,2,2,27.519
103317.000000,34,27486,1,1,4,6,2,1,5,3,1,27.486
100011.000000,25,27457,2,3,0,1,1,2,2,0,3,27.457
103650.000000,49,27450,1,1,2,5,2,1,3,3,1,27.45
103655.000000,49,27438,2,1,4,5,2,1,5,3,2,27.438
102924.000000,28,27416,1,1,4,5,2,1,5,2,1,27.416
103096.000000,34,27404,1,1,3,6,2,2,5,3,2,27.404
103767.000000,40,27395,1,2,2,4,2,2,5,1,3,27.395
103726.000000,50,27381,1,1,4,6,2,2,4,2,2,27.381
103938.000000,45,27375,2,2,2,3,1,2,4,2,1,27.375
100051.000000,28,27362,2,3,0,0,1,2,0,0,3,27.362
103995.000000,47,27353,2,2,2,4,1,2,5,1,1,27.353
103942.000000,28,27344,1,2,3,3,1,2,4,2,1,27.344
100226.000000,41,27334,1,3,0,1,1,2,1,0,3,27.334
100020.000000,26,27332,1,3,0,0,1,2,0,0,3,27.332
103770.000000,40,27290,1,2,3,3,1,2,5,1,1,27.29
103768.000000,40,27289,2,2,2,3,2,2,5,1,1,27.289
103512.000000,47,27286,2,1,3,6,2,2,5,2,3,27.286
103235.000000,44,27283,1,1,4,6,2,1,5,2,1,27.283
103245.000000,44,27281,1,1,3,5,2,1,5,2,2,27.281
103898.000000,44,27269,1,2,2,3,1,2,5,1,1,27.269
103333.000000,45,27267,2,1,4,6,2,1,3,3,1,27.267
100080.000000,31,27252,2,3,0,0,1,2,0,0,3,27.252
103088.000000,42,27164,2,1,2,6,2,2,3,2,1,27.164
103236.000000,28,27161,2,1,2,5,2,2,4,2,3,27.161
103902.000000,37,27148,2,2,2,4,1,2,4,2,1,27.148
103417.000000,46,27133,2,1,2,5,2,2,5,2,3,27.133
103414.000000,27,27127,1,1,4,5,2,2,5,3,3,27.127
100139.000000,36,27110,1,3,0,1,1,2,2,0,3,27.11
102904.000000,40,27105,2,1,2,5,2,2,5,3,3,27.105
100302.000000,31,27105,1,2,0,2,1,2,2,1,3,27.105
103737.000000,50,27094,2,1,2,6,2,2,3,3,2,27.094
103906.000000,44,27089,1,2,2,4,2,2,4,1,1,27.089
103500.000000,47,27086,2,1,2,5,2,1,5,2,3,27.086
104042.000000,48,27077,2,2,2,4,2,2,4,1,1,27.077
103572.000000,48,27076,2,1,3,5,2,1,4,3,1,27.076
100248.000000,44,27070,2,3,0,0,1,2,1,0,3,27.07
104076.000000,49,27068,1,2,3,4,1,2,5,2,1,27.068
102913.000000,40,27061,1,1,4,6,2,2,4,3,1,27.061
103591.000000,48,27046,2,1,3,5,2,1,4,2,1,27.046
103801.000000,41,27043,1,2,3,4,2,2,4,1,2,27.043
104043.000000,48,27016,2,2,2,4,2,2,5,1,1,27.016
103241.000000,44,27015,2,1,3,6,2,2,4,2,2,27.015
103093.000000,42,27012,1,1,4,5,2,1,3,2,2,27.012
103170.000000,43,27008,1,1,4,6,2,1,3,2,1,27.008
100215.000000,34,27004,1,3,0,0,1,2,2,0,3,27.004
104073.000000,49,26968,2,2,3,4,2,2,5,1,1,26.968
103256.000000,44,26967,1,1,4,6,2,1,4,2,1,26.967
103654.000000,49,26952,1,1,4,5,2,1,4,2,3,26.952
100054.000000,29,26947,1,3,0,1,1,2,1,0,2,26.947
103174.000000,43,26943,1,1,3,5,2,1,3,2,1,26.943
100171.000000,38,26916,2,3,0,1,1,2,2,0,3,26.916
104113.000000,26,26905,2,2,2,4,2,2,5,2,1,26.905
103431.000000,46,26900,1,1,4,6,2,1,4,2,1,26.9
103835.000000,42,26872,2,2,3,4,1,2,4,1,1,26.872
103089.000000,42,26848,1,1,2,6,2,2,3,3,1,26.848
100261.000000,28,26782,1,3,0,0,1,2,0,0,3,26.782
103946.000000,45,26773,1,2,2,3,1,2,5,1,1,26.773
103001.000000,41,26768,2,1,4,5,2,1,4,3,2,26.768
103661.000000,49,26766,1,1,2,5,2,2,4,2,3,26.766
102999.000000,41,26750,2,1,4,5,2,2,4,2,3,26.75
104033.000000,48,26747,2,2,2,3,1,2,4,2,2,26.747
103416.000000,46,26741,1,1,4,5,2,1,3,3,2,26.741
103005.000000,41,26736,2,1,2,5,2,1,4,2,3,26.736
103258.000000,33,26725,1,1,2,5,2,2,5,3,2,26.725
103339.000000,45,26723,2,1,2,6,2,1,3,2,3,26.723
103335.000000,45,26710,1,1,2,5,2,2,5,2,2,26.71
103895.000000,44,26701,2,2,3,4,2,2,4,1,1,26.701
103652.000000,49,26700,1,1,3,5,2,1,5,2,1,26.7
103063.000000,42,26694,1,1,2,6,2,1,4,3,2,26.694
103510.000000,47,26664,1,1,2,6,2,1,4,3,2,26.664
103338.000000,45,26632,2,1,2,6,2,2,5,2,2,26.632
103323.000000,45,26624,1,1,4,5,2,1,3,2,3,26.624
100063.000000,30,26602,2,3,0,0,1,2,2,0,3,26.602
103772.000000,26,26595,2,2,3,4,1,2,5,2,1,26.595
103859.000000,43,26572,1,2,2,4,2,2,4,2,1,26.572
103724.000000,50,26561,1,1,3,5,2,1,3,2,2,26.561
100163.000000,38,26550,2,3,0,0,1,2,0,0,2,26.55
103947.000000,45,26542,2,2,3,4,1,2,5,2,1,26.542
103944.000000,45,26532,2,2,2,3,2,2,4,2,1,26.532
103903.000000,44,26476,1,2,2,3,1,2,4,1,1,26.476
104110.000000,50,26417,1,2,3,4,2,2,5,1,1,26.417
102908.000000,40,26411,1,1,3,5,2,1,3,3,1,26.411
103832.000000,30,26409,2,2,2,3,2,2,4,1,1,26.409
103595.000000,48,26396,2,1,4,6,2,1,5,2,1,26.396
103716.000000,38,26383,1,1,4,5,2,2,5,3,2,26.383
103331.000000,45,26372,2,1,4,5,2,1,4,2,2,26.372
103319.000000,45,26307,1,1,2,5,2,1,4,2,1,26.307
103496.000000,47,26256,2,1,2,5,2,2,4,2,2,26.256
103730.000000,50,26245,1,1,4,5,2,1,3,2,2,26.245
100136.000000,36,26243,1,3,0,0,1,2,0,0,3,26.243
103598.000000,29,26238,2,1,4,5,2,2,3,2,2,26.238
103415.000000,29,26238,2,1,4,5,2,1,3,2,3,26.238
103240.000000,44,26233,2,1,3,6,2,2,3,3,3,26.233
100056.000000,29,26231,2,3,0,0,1,2,0,0,3,26.231
103943.000000,45,26191,1,2,2,4,1,2,4,2,1,26.191
102989.000000,29,26180,2,1,2,5,2,1,4,3,1,26.18
104040.000000,48,26178,2,2,3,4,1,2,5,1,1,26.178
103392.000000,46,26178,2,1,2,5,2,2,4,3,2,26.178
103729.000000,50,26176,1,1,2,6,2,1,5,3,2,26.176
104038.000000,27,26173,1,2,2,4,2,2,5,2,1,26.173
103157.000000,43,26166,2,1,3,5,2,1,4,3,3,26.166
103487.000000,47,26156,2,1,2,5,2,2,5,3,3,26.156
103480.000000,47,26152,1,1,2,5,2,2,4,3,2,26.152
103498.000000,47,26147,2,1,2,5,2,2,5,2,1,26.147
103166.000000,43,26144,2,1,4,5,2,2,3,3,2,26.144
103653.000000,34,26140,2,1,3,6,2,2,4,3,1,26.14
103581.000000,36,26134,1,1,2,5,2,2,3,3,1,26.134
103574.000000,48,26129,2,1,3,6,2,1,5,3,3,26.129
103086.000000,31,26120,2,1,2,5,2,2,5,2,3,26.12
102919.000000,40,26120,2,1,2,5,2,1,4,2,2,26.12
103000.000000,41,26098,1,1,4,5,2,1,3,3,2,26.098
103313.000000,34,26089,2,1,2,6,2,1,5,3,2,26.089
103593.000000,48,26087,1,1,3,6,2,1,4,2,2,26.087
100073.000000,30,26077,1,3,0,0,1,2,1,0,3,26.077
103171.000000,43,26065,1,1,2,6,2,1,4,2,2,26.065
103094.000000,42,26056,1,1,4,6,2,2,3,2,3,26.056
102932.000000,40,26051,2,1,4,6,2,1,3,3,2,26.051
103312.000000,45,26043,1,1,2,5,2,1,3,2,2,26.043
102993.000000,41,26030,2,1,4,5,2,1,4,2,1,26.03
100169.000000,38,26028,2,3,0,0,1,2,1,0,3,26.028
104001.000000,47,26023,2,2,2,4,1,2,4,1,1,26.023
100140.000000,36,26009,2,3,0,1,1,2,1,0,3,26.009
100005.000000,25,25991,2,3,0,0,1,2,2,0,3,25.991
103254.000000,44,25971,1,1,4,5,2,1,3,3,2,25.971
103932.000000,31,25970,2,2,3,3,1,2,5,2,1,25.97
104032.000000,36,25920,1,2,2,4,2,2,4,2,1,25.92
103934.000000,45,25915,1,2,3,3,1,2,4,2,1,25.915
100147.000000,37,25912,1,3,0,0,1,2,2,0,3,25.912
104117.000000,50,25884,1,2,2,3,2,2,5,1,1,25.884
103734.000000,50,25872,1,1,4,6,2,1,3,2,1,25.872
103167.000000,43,25863,2,1,2,6,2,2,4,3,3,25.863
104044.000000,33,25848,2,2,2,4,2,2,5,2,1,25.848
103172.000000,43,25838,1,1,2,6,2,1,5,2,3,25.838
103834.000000,42,25826,1,2,3,4,2,2,5,1,1,25.826
103340.000000,45,25801,2,1,3,5,2,1,3,2,1,25.801
102911.000000,40,25785,2,1,2,5,2,1,4,3,3,25.785
100151.000000,37,25771,1,3,0,0,1,2,1,0,3,25.771
103330.000000,45,25768,1,1,3,6,2,2,5,3,3,25.768
100211.000000,31,25753,1,3,0,0,1,2,0,0,3,25.753
100098.000000,33,25747,1,3,0,1,1,2,0,0,3,25.747
103941.000000,45,25728,2,2,2,3,2,2,5,1,2,25.728
100035.000000,27,25727,2,3,0,1,1,2,2,0,2,25.727
103260.000000,44,25725,2,1,2,6,2,2,4,2,1,25.725
103244.000000,44,25718,1,1,2,5,2,2,4,2,2,25.718
103668.000000,49,25698,1,1,3,6,2,1,5,2,3,25.698
103945.000000,33,25678,1,2,2,3,2,2,5,2,1,25.678
103255.000000,44,25666,2,1,4,5,2,1,4,2,2,25.666
103648.000000,49,25651,1,1,3,5,2,1,4,3,1,25.651
103404.000000,46,25643,1,1,4,5,2,1,3,2,2,25.643
104035.000000,48,25613,1,2,2,4,2,2,5,1,1,25.613
102921.000000,40,25607,1,1,2,6,2,2,3,3,3,25.607
102905.000000,40,25576,1,1,2,5,2,1,3,2,2,25.576
103231.000000,44,25557,1,1,3,5,2,2,4,2,2,25.557
104103.000000,50,25549,1,2,2,4,1,2,5,2,1,25.549
100217.000000,31,25548,1,3,0,0,1,2,1,0,3,25.548
103908.000000,44,25528,2,2,2,3,1,2,5,1,1,25.528
103517.000000,47,25505,1,1,3,5,2,1,4,3,2,25.505
100087.000000,32,25494,2,3,0,1,1,2,0,0,3,25.494
103150.000000,43,25474,1,1,3,5,2,2,5,2,1,25.474
103504.000000,47,25401,1,1,3,5,2,2,5,2,2,25.401
104037.000000,48,25396,1,2,3,4,1,2,5,1,1,25.396
103520.000000,47,25382,1,1,4,5,2,2,5,2,2,25.382
103647.000000,49,25361,2,1,2,6,2,2,5,3,1,25.361
104004.000000,47,25361,2,2,2,3,2,2,4,2,1,25.361
104008.000000,47,25342,2,2,3,3,2,2,4,2,1,25.342
103148.000000,43,25327,1,1,2,6,2,2,4,3,3,25.327
104000.000000,47,25319,1,2,2,4,2,2,4,1,1,25.319
103011.000000,41,25318,2,1,4,5,2,2,5,3,2,25.318
103911.000000,44,25302,2,2,3,3,1,2,5,1,1,25.302
103901.000000,38,25289,2,2,2,4,2,2,5,2,1,25.289
103012.000000,30,25288,2,1,2,5,2,2,3,2,2,25.288
103865.000000,37,25280,1,2,2,3,1,2,5,2,1,25.28
103079.000000,42,25271,1,1,2,6,2,1,5,3,2,25.271
103234.000000,44,25263,1,1,4,6,2,2,4,3,2,25.263
103711.000000,50,25199,1,1,3,5,2,2,3,2,3,25.199
103720.000000,35,25180,2,1,2,5,2,2,4,3,1,25.18
104072.000000,49,25178,2,2,2,3,1,2,5,2,1,25.178
103490.000000,47,25126,2,1,2,6,2,2,3,2,2,25.126
103238.000000,44,25124,1,1,3,5,2,2,4,2,2,25.124
103246.000000,44,25124,1,1,3,6,2,2,3,2,1,25.124
103717.000000,50,25098,2,1,4,5,2,1,3,3,3,25.098
100026.000000,26,25093,1,3,0,1,1,2,1,0,3,25.093
103710.000000,50,25049,2,1,2,6,2,2,3,3,2,25.049
103230.000000,44,25010,1,1,2,6,2,1,5,3,2,25.01
102531.000000,35,24999,2,3,0,3,2,2,1,1,2,24.999
102687.000000,30,24996,1,3,1,3,1,1,3,1,2,24.996
104062.000000,49,24991,2,2,3,4,1,2,5,2,1,24.991
103787.000000,41,24990,2,2,3,3,1,2,4,2,1,24.99
101042.000000,19,24989,2,2,1,0,1,2,1,1,2,24.989
103928.000000,45,24988,2,2,3,4,2,2,4,1,1,24.988
101352.000000,21,24988,2,2,1,1,2,2,2,1,2,24.988
103053.000000,42,24983,1,1,2,5,2,2,3,3,2,24.983
102670.000000,24,24980,1,3,1,1,2,1,2,1,2,24.98
102397.000000,22,24979,1,3,1,1,2,2,2,1,2,24.979
100932.000000,36,24974,2,2,2,0,2,2,2,1,2,24.974
102506.000000,23,24974,2,3,1,1,2,2,2,1,2,24.974
101568.000000,26,24971,2,2,2,2,1,2,3,1,2,24.971
102975.000000,41,24970,1,1,3,5,2,1,5,3,2,24.97
102267.000000,26,24967,2,3,1,3,2,1,2,1,2,24.967
101408.000000,21,24961,2,2,2,1,1,2,3,1,2,24.961
102806.000000,25,24959,2,3,0,1,1,2,1,1,2,24.959
102497.000000,23,24958,2,3,0,1,1,2,3,1,2,24.958
103757.000000,40,24954,1,2,3,3,2,2,4,2,1,24.954
103556.000000,27,24951,1,1,3,5,2,1,5,3,1,24.951
101214.000000,20,24945,2,2,1,2,2,2,1,1,1,24.945
102526.000000,23,24942,1,3,1,3,2,1,2,1,2,24.942
101791.000000,36,24939,1,2,1,0,2,2,1,2,2,24.939
100906.000000,35,24939,1,2,2,2,1,2,1,2,2,24.939
102089.000000,20,24939,2,3,1,1,2,1,2,1,2,24.939
102683.000000,24,24938,1,3,0,2,1,2,1,1,2,24.938
103133.000000,27,24933,1,1,2,6,2,1,3,3,1,24.933
101956.000000,25,24931,2,2,2,2,1,2,1,1,2,24.931
101370.000000,21,24924,2,2,2,0,2,2,3,2,2,24.924
101928.000000,25,24921,1,2,1,2,1,2,1,1,2,24.921
101081.000000,19,24920,2,2,2,1,1,2,2,1,1,24.92
103379.000000,46,24919,2,1,2,6,2,2,3,2,2,24.919
103632.000000,49,24916,1,1,2,6,2,2,5,2,2,24.916
101821.000000,24,24914,2,2,1,2,2,2,2,1,1,24.914
